Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
Language differentiation using augmentative and alternative communication: An investigation of Spanish–English bilingual children with and without language …,https://pubs.asha.org/doi/abs/10.1044/2020_AJSLP-20-00030,10.1044/2020_ajslp-20-00030,True,,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",American Journal of Speech-Language Pathology,False,,Marika R. King and MaryAnn Romski and Rose A. Sevcik
A scoping review of augmentative and alternative communication (AAC) interventions in low-and middle-income countries (LMICs),https://www.tandfonline.com/doi/abs/10.1080/07434618.2022.2046854,10.1080/07434618.2022.2046854,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Augmentative and Alternative Communication,False,,Nimisha Muttiah and Jessica Gormley and Kathryn D. R. Drager
Barriers to and facilitators for use of augmentative and alternative communication and voice restorative devices in the adult intensive care unit: a scoping …,https://systematicreviewsjournal.biomedcentral.com/articles/10.1186/s13643-019-1232-0,10.1016/j.jcrc.2020.02.015,True,,2020,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Journal of Critical Care,False,,Laura Istanboulian and Louise Rose and Franklin Gorospe and Yana Yunusova and Craig M. Dale
An evaluation of augmentative and alternative communication research for ASD children in developing countries: Benefits and barriers,https://link.springer.com/chapter/10.1007/978-3-030-60703-6_7,10.1007/978-3-030-60703-6_7,True,,2020,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Springer International Publishing,False,,Walia Farzana and Farhana Sarker and Quazi Delwar Hossain and Tom Chau and Khondaker A. Mamun
… and Determinant Variables of Augmentative and Alternative Communication Interventions in Cerebral Palsy Patients with Communication Deficit: a Systematic …,https://www.scielo.br/j/codas/a/syBhwBKMqhxngsQCMkSjzHj/?format=html&lang=en,10.1590/2317-1782/20202020244,True,,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",{CoDAS},False,,Armenuhi Avagyan and Hasmik Mkrtchyan and Fatemeh Alsadat Shafa and Joan Alexandra Mathew and Tigran Petrosyan
Complex intervention in augmentative and alternative communication (AAC) care in Germany: a study protocol of an evaluation study with a controlled mixed-methods …,https://bmjopen.bmj.com/content/9/8/e029469.abstract,10.1136/bmjopen-2019-029469,True,Complex intervention in augmentative and alternative communication _AAC_ care in Germany_ a study protocol of an evaluation study with a controlled mixed-methods__.pdf,2019,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",{BMJ} Open,True,Scholar,Anna Zinkevich and Sarah Anna Katharina Uthoff and Jens Boenisch and Stefanie Kal{\'{e}}n Sachse and Tobias Bernasconi and Lena Ansmann
“Augmentative and alternative communication (AAC) will give you a voice”: Key practices in AAC assessment and intervention as described by persons with …,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0038-1669992,10.1055/s-0038-1669992,True,,2018,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Seminars in Speech and Language,False,,Felicia Giambalvo and Kim Kohler and Godfrey Nazareth and Jessica Caron and Susan Fager and David McNaughton
Evaluation of an Ecological Interface Design–Driven Augmentative and Alternative Communication Interface,https://journals.sagepub.com/doi/pdf/10.1177/15553434221078215,10.1177/15553434221078215,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Journal of Cognitive Engineering and Decision Making,False,,Kaela Shea and Olivier St-Cyr and Tom Chau
Strategies for highlighting items within visual scene displays to support augmentative and alternative communication access for those with physical impairments,https://www.tandfonline.com/doi/abs/10.1080/17483107.2021.2003455,10.1080/17483107.2021.2003455,True,Strategies for highlighting items within visual scene displays to support augmentative and alternative communication access for those with physical impairments.pdf,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Disability and Rehabilitation: Assistive Technology,True,Scholar,Kevin M. Pitt and John. W. McCarthy
Professional Networks of Special Educators and Speech-Language Pathologists Working With Students Who Use Augmentative and Alternative Communication,https://journals.sagepub.com/doi/abs/10.1177/07419325221128497,10.1177/07419325221128497,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Remedial and Special Education,False,,Elizabeth E. Biggs and Jennifer L. Bumble and Rebecca E. Hacker
Dynamic assessment of augmentative and alternative communication application grid formats and communicative targets for children with autism spectrum disorder,https://www.tandfonline.com/doi/abs/10.1080/07434618.2020.1845236,10.1080/07434618.2020.1845236,True,,2020,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Augmentative and Alternative Communication,False,,Cindy Gevarter and Mariah Groll and Erin Stone
Demands associated with an augmentative and alternative communication system in relation to alternative forms of access for individuals with motor impairments,https://pubs.asha.org/doi/abs/10.1044/2022_AJSLP-22-00006,10.1044/2022_ajslp-22-00006,True,,2023,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",American Journal of Speech-Language Pathology,False,,Dawn J. Sowers and Krista M. Wilkinson
Siblings Supporting the Social Interactions of Children Who Use Augmentative and Alternative Communication,https://pubs.asha.org/doi/abs/10.1044/2022_AJSLP-22-00072,10.1044/2022_ajslp-22-00072,True,,2023,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",American Journal of Speech-Language Pathology,False,,Rebecca E. Hacker and Hedda Meadan and Adriana Kaori Terol
Constructing and navigating cultural borderlands using augmentative and alternative communication,https://www.ingentaconnect.com/content/wk/tld/2018/00000038/00000002/art00003,10.1097/tld.0000000000000148,True,Constructing and navigating cultural borderlands using augmentative and alternative communication.pdf,2018,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Topics in Language Disorders,True,Scholar,Martine M. Smith
Evaluating Augmentative and Alternative Communication Modalities for Individuals With Developmental Disabilities: a Brief Review of the Last 5 Years,https://link.springer.com/article/10.1007/s40474-021-00226-0,10.1007/s40474-022-00246-4,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Current Developmental Disorders Reports,False,,Tiffany Chavers and Cissy Cheng and Rajinder Koul
Gaze toward naturalistic social scenes by individuals with intellectual and developmental disabilities: Implications for augmentative and alternative communication …,https://pubs.asha.org/doi/abs/10.1044/2018_JSLHR-L-17-0331,10.1044/2018_jslhr-l-17-0331,True,,2018,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018","Journal of Speech, Language, and Hearing Research",False,,Jiali Liang and Krista Wilkinson
Bilingualism and autism: A summary of current research and implications for augmentative and alternative communication practitioners,https://pubs.asha.org/doi/abs/10.1044/persp3.SIG12.146,10.1044/persp3.sig12.146,True,,2018,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Perspectives of the {ASHA} Special Interest Groups,False,,Betty Yu
Mobile interaction for augmentative and alternative communication: a systematic mapping,https://sol.sbc.org.br/journals/index.php/jis/article/view/704,10.5753/jis.2018.704,True,Mobile interaction for augmentative and alternative communication_ a systematic mapping.pdf,2018,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Journal on Interactive Systems,True,Scholar,R{\'{u}}bia Eliza de Oliveira Schultz Ascari and Roberto Pereira and Luciano Silva
Friendship experiences of young adults who use augmentative and alternative communication,https://www.tandfonline.com/doi/abs/10.1080/1034912X.2020.1746246,10.1080/1034912x.2020.1746246,True,Friendship experiences of young adults who use augmentative and alternative communication.pdf,2020,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018","International Journal of Disability, Development and Education",True,Scholar,Shakila Dada and Kerstin Tonsing and Juliet Goldbart
Communication vulnerability in South African health care: The role of augmentative and alternative communication,https://journals.co.za/doi/pdf/10.10520/ejc-healthr-v2020-n1-a14,,False,Communication vulnerability in South African health care_ The role of augmentative and alternative communication.pdf,2020,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",,True,SciHub,K Bastable;S Dada
Prioritization of patients access to outpatient augmentative and alternative communication services in Quebec: A decision tool,https://www.tandfonline.com/doi/abs/10.1080/17483107.2020.1751314,10.1080/17483107.2020.1751314,True,,2020,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Disability and Rehabilitation: Assistive Technology,False,,Samira Abbasgholizadeh Rahimi and Julien Dery and Marie-Eve Lamontagne and Afshin Jamshidi and Emilie Lacroix and Angel Ruiz and Daoud Ait-Kadi and Fran{\c{c}}ois Routhier
A Scoping Review of Research Evaluating Physiological Information for Individuals With Developmental Disabilities: Augmentative and Alternative Communication …,https://pubs.asha.org/doi/abs/10.1044/2022_JSLHR-22-00087,10.1044/2022_jslhr-22-00087,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018","Journal of Speech, Language, and Hearing Research",False,,Christine Holyfield and Tara O{\textquotesingle}Neill Zimmerman
The use of augmentative and alternative communication by children with developmental disability in the classroom: a case study,https://www.tandfonline.com/doi/abs/10.1080/17483107.2023.2196305,10.1080/17483107.2023.2196305,True,,2023,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Disability and Rehabilitation: Assistive Technology,False,,Susheel Joginder Singh and Zhu Li Loo
A screening protocol incorporating brain-computer interface feature matching considerations for augmentative and alternative communication,https://www.tandfonline.com/doi/abs/10.1080/10400435.2018.1512175,10.1080/10400435.2018.1512175,True,A screening protocol incorporating brain-computer interface feature matching considerations for augmentative and alternative communication.pdf,2018,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Assistive Technology,True,Scholar,Kevin Pitt and Jonathan Brumberg
Exploring high-technology augmentative and alternative communication interfaces: the effect of age and technology experience,https://www.tandfonline.com/doi/abs/10.1080/17483107.2022.2087771,10.1080/17483107.2022.2087771,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Disability and Rehabilitation: Assistive Technology,False,,Surani G. Nakkawita and Daphne U. Hartzheim and Neila J. Donovan
Individuals who use augmentative and alternative communication and participate in active recreation: Perspectives from adults with developmental disabilities and …,https://pubs.asha.org/doi/abs/10.1044/2021_AJSLP-21-00179,10.1044/2021_ajslp-21-00179,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",American Journal of Speech-Language Pathology,False,,David J. Hajjar and John W. McCarthy
A semantic grammar for augmentative and alternative communication systems,https://link.springer.com/chapter/10.1007/978-3-030-58323-1_28,10.1007/978-3-030-58323-1_28,True,,2020,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Springer International Publishing,False,,Jayr Pereira and Nat{\'{a}}lia Franco and Robson Fidalgo
Coaching paraeducators to implement functional communication training involving augmentative and alternative communication for students with autism spectrum …,https://www.tandfonline.com/doi/abs/10.1080/07434618.2021.1909650,10.1080/07434618.2021.1909650,True,,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Augmentative and Alternative Communication,False,,Virginia L. Walker and Megan E. Carpenter and Kristin J. Lyon and Michelle Garcia and Holly Johnson
Interprofessional Practitioners' Opinions on Features and Services for an Augmentative and Alternative Communication Brain‐Computer Interface Device,https://onlinelibrary.wiley.com/doi/abs/10.1002/pmrj.12525,10.1002/pmrj.12525,True,Interprofessional Practitioners_ Opinions on Features and Services for an Augmentative and Alternative Communication Brain_Computer Interface Device.pdf,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",{PM}{&}amp$mathsemicolon$R,True,Scholar,Katya Hill and Jane Huggins and Chelsea Woodworth
Effect of Video Augmentative and Alternative Communication Technology on Communication During Play With Peers for Children With Autism Spectrum Disorder,https://pubs.asha.org/doi/abs/10.1044/2022_LSHSS-21-00136,10.1044/2022_lshss-21-00136,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018","Language, Speech, and Hearing Services in Schools",False,,Emily Laubscher and Allison Barwise and Janice Light
… of gaze patterns of an individual with cortical visual impairment to stimuli of varying complexity: Implications for augmentative and alternative communication design,https://pubs.asha.org/doi/abs/10.1044/2021_PERSP-21-00111,10.1044/2021_persp-21-00111,True,,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Perspectives of the {ASHA} Special Interest Groups,False,,Krista M. Wilkinson and Sophie J. Wolf
Speech-language pathologists' practices in augmentative and alternative communication during early intervention,https://www.tandfonline.com/doi/abs/10.1080/07434618.2022.2046853,10.1080/07434618.2023.2208222,True,,2023,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Augmentative and Alternative Communication,False,,Wansiya Kamonsitichai and Howard Goldstein
Augmentative and alternative communication for adults with complex communication needs: a review of single-case research,https://journals.sagepub.com/doi/pdf/10.1177/1525740121991478,10.1177/1525740121991478,True,,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Communication Disorders Quarterly,False,,Natalie R. Andzik and Yun-Ching Chung
Parents' perception on the use of augmentative and alternative communication by children with complex communication needs in Malaysia,https://www.tandfonline.com/doi/abs/10.1080/17483107.2022.2140850,10.1080/17483107.2022.2140850,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Disability and Rehabilitation: Assistive Technology,False,,Susheel Joginder Singh and Norayzuazwin Mohd Ayob and Fatimah Hani Hassan
"Augmentative and alternative communication intervention for in-patient individuals with post-stroke aphasia: study protocol of a parallel-group, pragmatic …",https://trialsjournal.biomedcentral.com/articles/10.1186/s13063-021-05799-0,10.21203/rs.3.rs-354904/v1,True,,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Research Square Platform {LLC},False,,Li Huang and Szu-Han Kay Chen and Shutian Xu and Yongli Wang and Xing Jin and Ping Wan and Jikang Sun and Jiming Tao and Sicong Zhang and Guohui Zhang and Chunlei Shan
Prompting for repair as a language teaching strategy for augmentative and alternative communication,https://www.tandfonline.com/doi/abs/10.1080/07434618.2021.1979648,10.1080/07434618.2021.1979648,True,,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Augmentative and Alternative Communication,False,,Brittney Cooper and Gloria Soto and Michael T. Clarke
Toward greater involvement of youth with complex communication needs in the selection of augmentative and alternative communication devices,https://www.tandfonline.com/doi/shareview/10.1080/17483107.2018.1534997,10.1080/17483107.2018.1534997,True,,2019,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Disability and Rehabilitation: Assistive Technology,False,,Christina Swett and Holly Surins and Christopher Welton and Tracy A. Shepherd and Anne Marie Renzoni and Stephen E. Ryan
Interrogating inclusion with youths who use augmentative and alternative communication,https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-9566.13087,10.1111/1467-9566.13087,True,,2020,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Sociology of Health {&}amp$mathsemicolon$ Illness,False,,Gail Teachman and Peggy McDonough and Colin Macarthur and Barbara E. Gibson
Augmentative and Alternative Communication Supports for Language and Literacy in Preschool: Considerations for Down Syndrome and Autism Spectrum Disorder,https://www.thieme-connect.com/products/ejournals/html/10.1055/s-0041-1730996,10.1055/s-0041-1730996,True,,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Seminars in Speech and Language,False,,Andrea Barton-Hulsey and Sarah Phinney and Sara Collins
Consistent symbol location affects motor learning in preschoolers without disabilities: Implications for designing augmentative and alternative communication displays,https://pubs.asha.org/doi/abs/10.1044/2018_AJSLP-17-0129,10.1044/2018_ajslp-17-0129,True,,2018,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",American Journal of Speech-Language Pathology,False,,Jennifer J. Thistle and Stephanie A. Holmes and Madeline M. Horn and Alyson M. Reum
Augmentative and alternative communication (AAC) for nursing students; equipping the next generation of nursing professionals,https://www.sciencedirect.com/science/article/pii/S0260691722003987,10.1016/j.nedt.2022.105662,True,,2023,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Nurse Education Today,False,,Faith Woodring and Mary Towle Harmon
"Augmentative and alternative communication in the Philippines: A survey of speech-language pathologist competence, training, and practice",https://www.tandfonline.com/doi/abs/10.1080/07434618.2019.1576223,10.1080/07434618.2019.1576223,True,,2019,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Augmentative and Alternative Communication,False,,Ellyn Cassey K. Chua and Edward James R. Gorgon
An mHealth platform for supporting clinical data integration into augmentative and alternative communication service delivery: user-centered design and …,https://rehab.jmir.org/2018/2/e14,10.2196/rehab.9009,True,,2018,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",{JMIR} Rehabilitation and Assistive Technologies,False,,Erh-Hsuan Wang and Leming Zhou and Szu-Han Kay Chen and Katya Hill and Bambang Parmanto
Black Children With Developmental Disabilities Receive Less Augmentative and Alternative Communication Intervention Than Their White Peers: Preliminary …,https://pubs.asha.org/doi/abs/10.1044/2022_AJSLP-22-00079,10.1044/2022_ajslp-22-00079,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",American Journal of Speech-Language Pathology,False,,Lauramarie Pope and Janice Light and Amber Franklin
… ”: Goal progress and perceptions following an e-mentoring social media intervention for young people who use augmentative and alternative communication,https://www.sciencedirect.com/science/article/pii/S002199242300028X,10.1016/j.jcomdis.2023.106328,True,,2023,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Journal of Communication Disorders,False,,Emma Grace and Jessica Shipman and Parimala Raghavendra and Julie M. McMillan
A recent survey of augmentative and alternative communication use and service delivery experiences of people with amyotrophic lateral sclerosis in the United States,https://www.tandfonline.com/doi/abs/10.1080/17483107.2022.2149866,10.1080/17483107.2022.2149866,True,A recent survey of augmentative and alternative communication use and service delivery experiences of people with amyotrophic lateral sclerosis in the United States.pdf,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Disability and Rehabilitation: Assistive Technology,True,Scholar,Betts Peters and Kerth O'Brien and Melanie Fried-Oken
Profiles of Children With Cortical Visual Impairment Who Use Augmentative and Alternative Communication: A Retrospective Examination,https://pubs.asha.org/doi/abs/10.1044/2022_AJSLP-22-00130,10.1044/2022_ajslp-22-00130,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",American Journal of Speech-Language Pathology,False,,Sarah Blackstone and Fei Luo and R. Michael Barker and Rose A. Sevcik and MaryAnn Romski and Vicki Casella and Christine Roman-Lantzy
Augmentative and Alternative Communication and Friendships: Considerations for Speech-Language Pathologists,https://pubs.asha.org/doi/abs/10.1044/2022_PERSP-22-00105,10.1044/2022_persp-22-00105,True,,2023,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Perspectives of the {ASHA} Special Interest Groups,False,,Michelle Therrien and Zach Rossetti and J{\o}rn {\O}stvik
A comparison of single-case evaluation tools applied to functional communication training with augmentative and alternative communication supports for students with …,https://www.sciencedirect.com/science/article/pii/S0891422220302353,10.1016/j.ridd.2020.103803,True,,2020,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Research in Developmental Disabilities,False,,Ciara L. Ousley and Tracy J. Raulston and Emily V. Gregori and David McNaughton and Naima Bhana and Theoni Mantzoros
Augmentative and alternative communication tools for mechanically ventilated patients in intensive care units: A scoping review,https://www.sciencedirect.com/science/article/pii/S1036731422002557,10.1016/j.aucc.2022.12.009,True,,2023,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Australian Critical Care,False,,Nipuna R. Kuruppu and Wendy Chaboyer and Anuja Abayadeera and Kristen Ranse
New and emerging AAC technology supports for children with complex communication needs and their communication partners: State of the science and future …,https://www.tandfonline.com/doi/abs/10.1080/07434618.2018.1557251,10.1080/07434618.2018.1557251,True,New and emerging AAC technology supports for children with complex communication needs and their communication partners_ State of the science and future__.pdf,2019,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Augmentative and Alternative Communication,True,Scholar,Janice Light and David McNaughton and Jessica Caron
Cognitive assessments among children with cerebral palsy in Sweden and the use of augmentative and alternative communication and interpreters: a cross-sectional …,https://www.tandfonline.com/doi/abs/10.1080/09638288.2022.2138571,10.1080/09638288.2022.2138571,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Disability and Rehabilitation,False,,Elisabeth O'Regan and Kristine Stadskleiv and Tomasz Czuba and Ann I. Alriksson-Schmidt
"Augmentative and alternative communication services during the COVID-19 pandemic: impact on children, their families and service providers",https://www.tandfonline.com/doi/abs/10.1080/07434618.2022.2135136,10.1080/07434618.2022.2135136,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Augmentative and Alternative Communication,False,,Michelle C. S. Therrien and Elizabeth E. Biggs and Andrea Barton-Hulsey and Sara C. Collins and Mollie Romano
Augmentative and alternative communication in ventilated patients: a scoping review,https://www.scielo.br/j/reben/a/YNFtfvQH84GXCxXxKQ5rYmj/?lang=en&format=html,10.1016/j.aucc.2022.12.009,True,,2023,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Australian Critical Care,False,,Nipuna R. Kuruppu and Wendy Chaboyer and Anuja Abayadeera and Kristen Ranse
Barriers and facilitators to accommodations in the workplace for adults who use augmentative and alternative communication (AAC): a systematic review,https://www.tandfonline.com/doi/abs/10.1080/07434618.2023.2170277,10.1080/07434618.2023.2170277,True,,2023,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Augmentative and Alternative Communication,False,,Stephanie Lackey and Glenda Watson Hyatt and Beata Batorowicz and Sydney van Engelen and Shuangxi Li and Shane Pinder and T. Claire Davies
Parent perspectives on augmentative and alternative communication in Sri Lanka,https://www.tandfonline.com/doi/abs/10.1080/07434618.2022.2121940,10.1080/07434618.2022.2121940,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Augmentative and Alternative Communication,False,,Nimisha Muttiah and Ayendree Seneviratne and Kathryn D. R. Drager and Nina A. Panterliyon
Integrating familiar listeners and speech recognition technologies into augmentative and alternative communication intervention for adults with down syndrome …,https://www.tandfonline.com/doi/abs/10.1080/10400435.2021.1934610,10.1080/10400435.2021.1934610,True,,2021,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Assistive Technology,False,,Christine Holyfield and Kathryn Drager
Preliminary assessment of the need and awareness of augmentative and alternative communication systems in Armenia,https://ijph.tums.ac.ir/index.php/ijph/article/download/15954/6269,10.18502/ijph.v48i1.807,True,Preliminary assessment of the need and awareness of augmentative and alternative communication systems in Armenia.pdf,2019,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",Iranian Journal of Public Health,True,Scholar,Tigran PETROSYAN and Hasmik MKRTCHYAN and Zvart HARUTYUNYAN and Armenuhi AVAGYAN
Supporting Emergent Bilinguals Who Use Augmentative and Alternative Communication and Their Families: Lessons in Telepractice From the COVID-19 Pandemic,https://pubs.asha.org/doi/abs/10.1044/2022_AJSLP-22-00003,10.1044/2022_ajslp-22-00003,True,,2022,"https://scholar.google.com/scholar?hl=en&q=augmentative and alternative communication&as_vis=1&as_sdt=1,5&start=%d&as_ylo=2018",American Journal of Speech-Language Pathology,False,,Marika King and Hannah Ward and Gloria Soto and Tyson S. Barrett
